0.0 0
0.05 0
0.1 0
0.15 0
0.2 0
0.25 0
0.3 0
0.35 0
0.4 0
0.45 0
0.5 0
0.55 1.2353282919309694
0.6 1.7656275482734645
0.65 2.405030835783133
0.7 2.4683228400974753
0.75 2.0706106475096924
0.8 1.8616512286586846
0.85 2.203358707515267
0.9 1.2437579549181697
0.95 1.4221906445740704
1.0 1.3965558638256559
1.05 0.6836221525680225
1.1 0.6735769286074361
1.15 0.5703653552379561
1.2 0
1.25 0
1.3 0
1.35 0
1.4 0
1.45 0
1.5 0
1.55 0
1.6 0
1.65 0
1.7 0
1.75 0
1.8 0
1.85 0
1.9 0
1.95 0
2.0 0
2.05 0
2.1 0
2.15 0
2.2 0
2.25 0
2.3 0
2.35 0
2.4 0
2.45 0
2.5 0
2.55 0
2.6 0
2.65 0
2.7 0
2.75 0
2.8 0
2.85 0
2.9 0
2.95 0
3.0 0
3.05 0
3.1 0
3.15 0
3.2 0
3.25 0
3.3 0
3.35 0
3.4 0
3.45 0
3.5 0
3.55 0
3.6 0
3.65 0
3.7 0
3.75 0
3.8 0
3.85 0
3.9 0
3.95 0
4.0 0
4.05 0
4.1 0
4.15 0
4.2 0
4.25 0
4.3 0
4.35 0
4.4 0
4.45 0
4.5 0
4.55 0
4.6 0
4.65 0
4.7 0
4.75 0
4.8 0
4.85 0
4.9 0
4.95 0
5.0 0
5.05 0
5.1 0
5.15 0
5.2 0
5.25 0
5.3 0
5.35 0
5.4 0
5.45 0
5.5 0
5.55 0
5.6 0
5.65 0
5.7 0
5.75 0
5.8 0
5.85 0
5.9 0
5.95 0
